Sub/Nr,Title,Cr,Delivery,Instr,Schedule,Wkday,Loc,Wait List,Enrolled,Max Size,Curric ID,Supplement,CouStat,Dept,Level,FilterSubject,Bldg,GELS,Notes Export
PHIL-320 -51 000865,Business Ethics,4, LCTR (AYSN),"Baker, Eric R",08/22/2020–12/13/2020 –,, ,Y,30,32,'00001959',N,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI),"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
PHIL-320 -52 000879,Business Ethics,4, LCTR (AYSN),"Staff, Staff ",08/22/2020–12/13/2020 –,, ,Y,0,26,'00001959',N,C,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI),"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
PHIL-321 -01 000861,Medical Ethics,4, LCTR (SYNC),"Heaton, Jennifer C",08/27/2020–12/10/2020 6:00PM–9:20PM, H , ,Y,26,32,'00001960',Y,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI),"Note: Course delivery method has been converted from lecture to remote online with synchronous meetings from 6:00 to 8:00pm on Thursdays.&nbsp; This is a completely online course, not an independent study. Course has required synchronous online meetings that require intermediate computer/Internet skills, webcam and microphone and may require remotely proctored exams. For online learning and course access information go to www.metrostate.edu/solr.|Online Participation Required First Week of Class.|Note: This course has been converted to Completely Online-Synchronous."
PHIL-321 -21 000870,Medical Ethics,4, INDS (AYSN),"Heaton, Jennifer C",08/22/2020–12/13/2020 –,, ,Y,10,10,'00001960',N,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI),Note: This is a completely online faculty-designed independent study. No required proctored exams. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.
PHIL-321 -50 000866,Medical Ethics,4, LCTR (AYSN),"Mosher, Andrea Busch",08/22/2020–12/13/2020 –,, ,Y,26,27,'00001960',N,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI),"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
PHIL-321 -51 000867,Medical Ethics,4, LCTR (AYSN),"Walker, Bernard J",08/22/2020–12/13/2020 –,, ,Y,24,27,'00001960',N,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI),"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
PHIL-327 -01 000862,Ethics in the Information Age,4, LCTR (SYNC),"Atchison, Thomas C",08/28/2020–12/11/2020 1:00PM–4:20PM, F , ,Y,32,32,'00002973',Y,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Ethical/Civic Resp (09 ETHI),"Online Participation Required First Week of Class.|Note: Course delivery method has been converted from an in-person discussion-based course, to a remote online discussion-based course, that will include both synchronous and asynchronous components. Student should reserve the scheduled course time for synchronous meetings, which will run between 1.5 hours and 3 hours per week, depending on the weekly activities. Note that the&nbsp;synchronous online meetings will require intermediate computer/Internet skills, webcam and microphone. For online learning and access information go to&nbsp;www.metrostate.edu/solr.|Note: This course has been converted to Completely Online-Synchronous."
PHIL-360I -01 001275,Nietzsche's Move Against Pessimism,4, INDS (ARR),"Atchison, Thomas C",08/22/2020–12/13/2020 –,, ,N,1,1,'00001075',N,O,Philosophy,Undergraduate,PHIL-Philosophy,,,
PHIL-366 -01 000863,Race and Racism: Philosophical Problems,4, LCTR (SYNC),"Brito, Marisol Alhena",08/25/2020–12/01/2020 1:00PM–4:20PM, T , ,Y,23,32,'00001975',Y,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Human Diversity (07 HUMD),"Note: Course delivery method has been converted from an in-person discussion-based course, to a remote online discussion-based course, that will include both synchronous and asynchronous components. Student should reserve the scheduled course time for synchronous meetings, which will run between 1.5 hours and 3 hours per week, depending on the weekly activities. Note that the&nbsp;synchronous online meetings will require intermediate computer/Internet skills, webcam and microphone. For online learning and access information go to&nbsp;www.metrostate.edu/solr.|Online Participation Required First Week of Class.|Note: This course has been converted to Completely Online-Synchronous.|Racial Issues Graduation Requirement"
PHIL-366 -02 001113,Race and Racism: Philosophical Problems,4, LCTR,"Brito, Marisol Alhena",08/24/2020–12/07/2020 9:00AM–12:20PM,M , STPL TBA,Y,0,32,'00001975',N,C,Philosophy,Undergraduate,PHIL-Philosophy,STPL,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Human Diversity (07 HUMD),Racial Issues Graduation Requirement
PHIL-378 -01 000906,Contemporary Epistemology and Metaphysics,4, LCTR (SYNC),"Brito, Marisol Alhena",08/27/2020–12/10/2020 1:00PM–4:20PM, H , ,Y,11,20,'00181622',Y,O,Philosophy,Undergraduate,PHIL-Philosophy,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN),"Note: Course delivery method has been converted from an in-person discussion based course, to a remote online discussion based course, that will include both synchronous and asynchronous components. Student should reserve the scheduled course time for synchronous meetings, which will run between 2 hours and 3 hours per week, depending on the weekly activities. Note that the&nbsp;synchronous online meetings will require intermediate computer/Internet skills, webcam and microphone. For online learning and access information go to&nbsp;https://www.metrostate.edu/solr.|Note: This course has been converted to Completely Online-Synchronous.|Online Participation Required First Week of Class."
PHIL-660I -01 001244,The Philosophy of Immanuel Kant,4, INDS (ARR),"Atchison, Thomas C",08/22/2020–12/13/2020 –,, ,N,1,1,'00004341',N,O,Philosophy,Graduate,PHIL-Philosophy,,,
PHYS-101 -50 000422,Introduction to Astronomy,4, LLB (AYSN),"Mascotti, Lawrence Beni",08/22/2020–12/13/2020 –,, ,Y,35,45,'00003858',N,O,Natural Sciences,Undergraduate,PHYS-Physics,,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI),"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Online Participation Required First Week of Class."
PHYS-105 -50 000423,"Air, Weather and Climate",4, LLB (AYSN),"Zebulun, Humphrey O",08/22/2020–12/13/2020 –,, ,Y,26,30,'00004661',N,O,Natural Sciences,Undergraduate,PHYS-Physics,,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)|People/Environment (10 ENVI),"Note: Math prerequisite may be taken concurrently. Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Permission Required: Contact instructor for position on wait list.|Online Participation Required First Week of Class."
PHYS-110 -01 000424,Introduction to Physics,4, LLB (BLHY),"Tweeten, David W Tweeten, David W Tweeten, David W",08/26/2020–12/09/2020 6:00PM–8:20PM More Info, W , SEC 116,Y,22,24,'00004315',Y,O,Natural Sciences,Undergraduate,PHYS-Physics,TBD,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI),"Note: This course combines combined synchronous online meetings and on campus in person labs. Course has required synchronous online meetings that require intermediate computer/Internet skills, webcam and microphone. For online learning and course access information go to www.metrostate.edu/solr.|First day attendance is mandatory.|Note: Course converted to hybrid with synchronous online lecture and on campus lab as noted on schedule.|Permission Required: Contact instructor for position on wait list."
PHYS-211 -01 000425,Calculus Based Physics I,5, LCTR (BLHY),"Daghigh, Ramin G Daghigh, Ramin G Daghigh, Ramin G",08/27/2020–12/10/2020 1:00PM–4:00PM More Info, H , ,Y,23,24,'00004179',Y,O,Natural Sciences,Undergraduate,PHYS-Physics,SEC,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI),"First day attendance is mandatory.|Note: This course combines combined synchronous online meetings and on campus in person labs. Course has required synchronous online meetings that require intermediate computer/Internet skills, webcam and microphone. For online learning and course access information go to www.metrostate.edu/solr.|Note: Course converted to hybrid with synchronous online lecture and on campus lab as noted on schedule.|Permission Required: Contact instructor for position on wait list."
PHYS-211 -02 000426,Calculus Based Physics I,5, LCTR (BLHY),"Daghigh, Ramin G Daghigh, Ramin G Daghigh, Ramin G",08/27/2020–12/10/2020 6:00PM–9:00PM More Info, H , ,Y,17,24,'00004179',Y,O,Natural Sciences,Undergraduate,PHYS-Physics,SEC,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI),"Note: Course converted to hybrid with synchronous online lecture and on campus lab as noted on schedule.|Permission Required|First day attendance is mandatory.|Note: This course combines combined synchronous online meetings and on campus in person labs. Course has required synchronous online meetings that require intermediate computer/Internet skills, webcam and microphone. For online learning and course access information go to www.metrostate.edu/solr."
POL-101 -01 000992,Introduction to American Government and Politics,4, LCTR (AYSN),"Schuster, Matthew J",08/22/2020–12/13/2020 –,, ,Y,32,32,'00175293',Y,O,Social Science,Undergraduate,POL-Political Science,,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Ethical/Civic Resp (09 ETHI),"** Community Engagement|Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Online Participation Required First Week of Class.|Note: This course has been converted to online."
POL-101 -02 000993,Introduction to American Government and Politics,4, LCTR (SYNC),"Rosenthal, Victor Howard",08/26/2020–12/02/2020 1:00PM–4:20PM, W , ,Y,32,32,'00175293',Y,O,Social Science,Undergraduate,POL-Political Science,,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Ethical/Civic Resp (09 ETHI),"Note: This is a completely online course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|** Community Engagement|Note: This course has been converted to online."
